collection,band_id,band_name,list_id,list_name,item_id,item_name,list_cost,override,tp_entry,tp_price,tp_availability,status,verified_note,source_url,source_section
mordheim,cursed-cavalcade,The Cursed Cavalcade,heroes-equipment-list,Heroes Equipment List,misericordia,Misericordia,5,,campaign.trading-post.misericordia,10 gc,common,differs,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Heroes Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,heroes-equipment-list,Heroes Equipment List,nightmare_aristocrat_only,Nightmare Aristocrat Only,30,,campaign.trading-post.nightmare-aristocrat-only,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Heroes Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,heroes-equipment-list,Heroes Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Heroes Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,heroes-equipment-list,Heroes Equipment List,superior_blackpowder,Superior Blackpowder,30,,campaign.trading-post.superior-blackpowder,30 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Heroes Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,heroes-equipment-list,Heroes Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Heroes Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,crossbow_max_3_per_warband,Crossbow Max 3 Per Warband,25,,campaign.trading-post.crossbow-max-3-per-warband,25 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,great_weapon,Great Weapon,15,,campaign.trading-post.great-weapon,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,hammer,Hammer,3,,campaign.trading-post.hammer,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,short_bow,Short Bow,5,,campaign.trading-post.short-bow,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,cursed-cavalcade,The Cursed Cavalcade,thralls-equipment-list,Thralls Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1c-warbands/cursed-cavalcade,Thralls Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,beastlash,Beastlash,10,,campaign.trading-post.beastlash,10 gc + dice,rare,consistent-special,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,crossbow_pistol,Crossbow Pistol,35,,campaign.trading-post.crossbow-pistol,35 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,dark_elf_blade_weapon_upgrade,Dark Elf Blade Weapon Upgrade,15,,campaign.trading-post.dark-elf-blade,20 gc,rare,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,dark_venom,Dark Venom,15,,campaign.trading-post.dark-venom,30 gc + dice,rare,differs-special,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,great_weapon,Great Weapon,15,,campaign.trading-post.great-weapon,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,halberd,Halberd,10,,campaign.trading-post.halberd,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,repeater_crossbow,Repeater Crossbow,35,,campaign.trading-post.repeater-crossbow,40 gc,rare,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,sea_dragon_cloak,Sea Dragon Cloak,50,,campaign.trading-post.sea-dragon-cloak,50 gc + dice,rare,consistent-special,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,dark-elf-equipment-list,Dark Elf Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Dark Elf Equipment List
mordheim,dark-elves,Dark Elves,shades-equipment-list,Shades Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Shades Equipment List
mordheim,dark-elves,Dark Elves,shades-equipment-list,Shades Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Shades Equipment List
mordheim,dark-elves,Dark Elves,shades-equipment-list,Shades Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Shades Equipment List
mordheim,dark-elves,Dark Elves,shades-equipment-list,Shades Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Shades Equipment List
mordheim,dark-elves,Dark Elves,shades-equipment-list,Shades Equipment List,repeater_crossbow,Repeater Crossbow,35,,campaign.trading-post.repeater-crossbow,40 gc,rare,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Shades Equipment List
mordheim,dark-elves,Dark Elves,shades-equipment-list,Shades Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dark-elves,Shades Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,crossbow,Crossbow,25,,campaign.trading-post.crossbow,25 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,hammer,Hammer,3,,campaign.trading-post.hammer,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,heavy_armour,Heavy Armour,50,,campaign.trading-post.heavy-armour,50 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,crossbowmen-equipment-list,Crossbowmen Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Crossbowmen Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,dwarf_axe,Dwarf Axe,15,,campaign.trading-post.dwarf-axe,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,great_weapon,Great Weapon,15,,campaign.trading-post.great-weapon,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,gromril_armour,Gromril Armour,75,,campaign.trading-post.gromril-armour,150 gc,rare,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,gromril_weapon,Gromril Weapon,3,,campaign.trading-post.gromril-weapon,x4,rare,relative-tp,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,halberd,Halberd,10,,campaign.trading-post.halberd,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,hammer,Hammer,3,,campaign.trading-post.hammer,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,heavy_armour,Heavy Armour,50,,campaign.trading-post.heavy-armour,50 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,pistol,Pistol,15,,campaign.trading-post.pistol,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-rangers,Dwarf Rangers,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/dwarf-rangers,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,dwarf_axe,Dwarf Axe,15,,campaign.trading-post.dwarf-axe,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,great_weapon,Great Weapon,15,,campaign.trading-post.great-weapon,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,gromril_armour,Gromril Armour,75,,campaign.trading-post.gromril-armour,150 gc,rare,differs,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,gromril_weapon,Gromril Weapon,3,,campaign.trading-post.gromril-weapon,x4,rare,relative-tp,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,halberd,Halberd,10,,campaign.trading-post.halberd,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,hammer,Hammer,3,,campaign.trading-post.hammer,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,heavy_armour,Heavy Armour,50,,campaign.trading-post.heavy-armour,50 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,pistol,Pistol,15,,campaign.trading-post.pistol,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,dwarf-warrior-equipment-list,Dwarf Warrior Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Dwarf Warrior Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,crossbow,Crossbow,25,,campaign.trading-post.crossbow,25 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,hammer,Hammer,3,,campaign.trading-post.hammer,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,handgun,Handgun,35,,campaign.trading-post.handgun,35 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,heavy_armour,Heavy Armour,50,,campaign.trading-post.heavy-armour,50 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,pistol,Pistol,15,,campaign.trading-post.pistol,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,dwarf-treasure-hunters,Dwarf Treasure Hunters,thunderer-equipment-list,Thunderer Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/dwarf-treasure-hunters,Thunderer Equipment List
mordheim,forest-goblins,Forest Goblins,henchmen-equipment-list,Henchmen Equipment List,blowpipe,Blowpipe,25,,campaign.trading-post.blowpipe,25 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/forest-goblins,Henchmen Equipment List
mordheim,forest-goblins,Forest Goblins,henchmen-equipment-list,Henchmen Equipment List,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/forest-goblins,Henchmen Equipment List
mordheim,forest-goblins,Forest Goblins,henchmen-equipment-list,Henchmen Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/forest-goblins,Henchmen Equipment List
mordheim,forest-goblins,Forest Goblins,henchmen-equipment-list,Henchmen Equipment List,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/forest-goblins,Henchmen Equipment List
mordheim,forest-goblins,Forest Goblins,henchmen-equipment-list,Henchmen Equipment List,spear,Spear,5,,campaign.trading-post.spear,10 gc,common,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/forest-goblins,Henchmen Equipment List
mordheim,forest-goblins,Forest Goblins,henchmen-equipment-list,Henchmen Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/forest-goblins,Henchmen Equipment List
